Name,Position,Team,Opp,Week,PassYds,PassTD,Int,RushYds,RushTD,Fum,ModelPoints,Projection,Rec,RecYds,RecTD
Trevor Lawrence,QB,JAX,@LV,9.0,236.85,1.54,0.77,15.13,0.18,0.24,17.29,0.0,,,
Caleb Williams,QB,CHI,@CIN,9.0,216.98,1.39,0.69,22.49,0.23,0.23,16.959999999999997,0.0,,,
Justin Herbert,QB,LAC,@TEN,9.0,219.88,1.47,0.53,14.89,0.18,0.12,16.950000000000003,0.0,,,
Dak Prescott,QB,DAL,ARI,9.0,237.8,1.65,0.71,8.32,0.12,0.18,16.95,0.0,,,
C.J. Stroud,QB,HOU,DEN,9.0,231.46,1.59,0.71,11.5,0.12,0.18,17.59,0.0,,,
Jared Goff,QB,DET,MIN,9.0,244.46,1.62,0.64,3.66,0.06,0.17,16.649999999999995,0.0,,,
Jordan Love,QB,GBQ,CAR,9.0,230.09,1.53,0.71,9.96,0.12,0.18,16.23,0.0,,,
Bryce Young,QB,CAR,@GB,9.0,198.41,1.21,0.66,18.7,0.25,0.22,14.12,0.0,,,
Cam Ward,QB,TEN,LAC,9.0,198.63,1.18,0.82,23.03,0.18,0.24,13.98,0.0,,,
Tua Tagovailoa,QB,MIA,BAL,9.0,230.76,1.51,0.7,4.5,0.05,0.17,15.750000000000002,0.0,,,
Matthew Stafford,QB,LARQ,NO,9.0,229.94,1.53,0.73,2.22,0.06,0.12,15.990000000000002,0.0,,,
Michael Penix Jr.,QB,ATL,@NE,9.0,212.43,1.35,0.71,11.62,0.12,0.18,15.150000000000002,0.0,,,
Geno Smith,QB,LV,JAX,9.0,215.83,1.29,0.76,11.8,0.12,0.18,14.64,0.0,,,
Sam Darnold,QB,SEA,@WAS,9.0,216.46,1.3,0.82,11.73,0.12,0.18,14.52,0.0,,,
Russell Wilson,QB,NYG,SF,9.0,212.22,1.16,0.58,10.64,0.11,0.16,14.399999999999999,0.0,,,
Russell Wilson,QB,NYG,SF,9.0,212.22,1.16,0.58,10.64,0.11,0.16,14.399999999999999,0.0,,,
Aaron Rodgers,QB,PIT,IND,9.0,211.11,1.25,0.63,7.5,0.09,0.12,13.79,0.0,,,
Anthony Richardson,QB,IND,@PIT,9.0,95.23,0.56,0.39,25.2,0.23,0.11,8.24,0.0,,,
Tyler Shough,QB,NO,@LAR,9.0,102.71,0.55,0.46,12.27,0.14,0.13,7.370000000000001,0.0,,,
Daniel Jones,QB,IND,@PIT,9.0,107.98,0.57,0.44,12.5,0.11,0.18,7.22,0.0,,,
Spencer Rattler,QB,NO,@LAR,9.0,101.39,0.51,0.38,11.72,0.14,0.13,7.37,0.0,,,
Jalen Milroe,QB,SEA,@WAS,9.0,1.97,0.01,0.01,2.63,0.03,0.01,0.18,0.0,,,
Brandon Allen,QB,TEN,LAC,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Kyle Allen,QB,DET,MIN,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Tyson Bagent,QB,CHI,@CIN,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jason Bean,QB,IND,@PIT,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Stetson Bennett,QB,LAR,NO,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Carter Bradley,QB,SF,@NYG,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jacoby Brissett,QB,ARI,@DAL,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Max Brosmer,QB,MIN,@DET,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jake Browning,QB,CIN,CHI,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Shane Buechele,QB,BUF,KC,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Sean Clifford,QB,GB,CAR,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Kirk Cousins,QB,ATL,@NE,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Andy Dalton,QB,CARQ,@GB,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jaxson Dart,QB,NYG,SF,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Tommy DeVito,QB,NYG,SF,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Joshua Dobbs,QB,NE,ATL,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Sam Ehlinger,QB,DEN,@HOU,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Quinn Ewers,QB,MIA,BAL,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Lamar Jackson,QB,BAL,@MIN,10.0,213.22,1.77,0.53,44.78,0.24,0.24,21.750000000000004,0.0,,,
Josh Allen,QB,BUF,@MIA,10.0,222.53,1.59,0.65,29.83,0.59,0.18,20.59,0.0,,,
Jayden Daniels,QB,WAS,DET,10.0,219.0,1.53,0.65,44.41,0.35,0.18,20.79,0.0,,,
Jalen Hurts,QB,PHI,@GB,10.0,194.63,1.23,0.53,31.33,0.82,0.18,20.17,0.0,,,
Baker Mayfield,QB,TB,NE,10.0,243.02,1.88,0.79,15.27,0.16,0.24,19.150000000000002,0.0,,,
Drake Maye,QB,NE,@TB,10.0,210.54,1.4,0.73,32.55,0.28,0.23,18.2,0.0,,,
Bo Nix,QB,DEN,LV,10.0,223.9,1.59,0.71,23.53,0.23,0.18,18.25,0.0,,,
Kyler Murray,QB,ARI,@SEA,10.0,212.63,1.41,0.65,30.43,0.28,0.17,18.68,0.0,,,
Brock Purdy,QB,SF,LAR,10.0,238.48,1.65,0.71,14.7,0.18,0.12,18.490000000000002,0.0,,,
J.J. McCarthy,QB,MIN,BAL,10.0,230.31,1.53,0.74,20.23,0.21,0.17,18.71,0.0,,,
Trevor Lawrence,QB,JAX,@HOU,10.0,236.85,1.54,0.77,15.13,0.18,0.24,17.29,0.0,,,
Caleb Williams,QB,CHI,NYG,10.0,216.98,1.39,0.69,22.49,0.23,0.23,16.959999999999997,0.0,,,
Justin Herbert,QB,LAC,PIT,10.0,219.88,1.47,0.53,14.89,0.18,0.12,16.950000000000003,0.0,,,
C.J. Stroud,QB,HOU,JAX,10.0,231.46,1.59,0.71,11.5,0.12,0.18,17.59,0.0,,,
Justin Fields,QB,NYJ,CLE,10.0,174.52,0.94,0.65,44.71,0.38,0.29,15.100000000000003,0.0,,,
Jared Goff,QB,DET,@WAS,10.0,244.46,1.62,0.64,3.66,0.06,0.17,16.649999999999995,0.0,,,
Jordan Love,QB,GBQ,PHI,10.0,230.09,1.53,0.71,9.96,0.12,0.18,16.23,0.0,,,
Bryce Young,QB,CAR,NO,10.0,198.41,1.21,0.66,18.7,0.25,0.22,14.12,0.0,,,
Tua Tagovailoa,QB,MIA,BUF,10.0,230.76,1.51,0.7,4.5,0.05,0.17,15.750000000000002,0.0,,,
Matthew Stafford,QB,LARQ,@SF,10.0,229.94,1.53,0.73,2.22,0.06,0.12,15.990000000000002,0.0,,,
Michael Penix Jr.,QB,ATL,@IND,10.0,212.43,1.35,0.71,11.62,0.12,0.18,15.150000000000002,0.0,,,
Geno Smith,QB,LV,@DEN,10.0,215.83,1.29,0.76,11.8,0.12,0.18,14.64,0.0,,,
Sam Darnold,QB,SEA,ARI,10.0,216.46,1.3,0.82,11.73,0.12,0.18,14.52,0.0,,,
Russell Wilson,QB,NYG,@CHI,10.0,212.22,1.16,0.58,10.64,0.11,0.16,14.399999999999999,0.0,,,
Aaron Rodgers,QB,PIT,@LAC,10.0,211.11,1.25,0.63,7.5,0.09,0.12,13.79,0.0,,,
Aaron Rodgers,QB,PIT,@LAC,10.0,211.11,1.25,0.63,7.5,0.09,0.12,13.79,0.0,,,
Joe Flacco,QB,CLE,@NYJ,10.0,232.45,1.28,0.86,4.16,0.06,0.31,13.53,0.0,,,
Anthony Richardson,QB,IND,ATL,10.0,95.23,0.56,0.39,25.2,0.23,0.11,8.24,0.0,,,
Tyler Shough,QB,NO,@CAR,10.0,102.71,0.55,0.46,12.27,0.14,0.13,7.370000000000001,0.0,,,
Daniel Jones,QB,IND,ATL,10.0,107.98,0.57,0.44,12.5,0.11,0.18,7.22,0.0,,,
Spencer Rattler,QB,NO,@CAR,10.0,101.39,0.51,0.38,11.72,0.14,0.13,7.37,0.0,,,
Jalen Milroe,QB,SEA,ARI,10.0,1.97,0.01,0.01,2.63,0.03,0.01,0.18,0.0,,,
Kyle Allen,QB,DET,@WAS,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Tyson Bagent,QB,CHI,NYG,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jason Bean,QB,IND,ATL,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Stetson Bennett,QB,LAR,@SF,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Carter Bradley,QB,SF,LAR,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Teddy Bridgewater,QB,TB,NE,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jacoby Brissett,QB,ARI,@SEA,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Max Brosmer,QB,MIN,BAL,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Shane Buechele,QB,BUF,@MIA,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Sean Clifford,QB,GB,PHI,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Brady Cook,QB,NYJ,CLE,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Kirk Cousins,QB,ATL,@IND,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Andy Dalton,QB,CARQ,NO,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jaxson Dart,QB,NYG,@CHI,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Tommy DeVito,QB,NYG,@CHI,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Joshua Dobbs,QB,NE,@TB,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Sam Ehlinger,QB,DEN,LV,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Quinn Ewers,QB,MIA,BUF,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Lamar Jackson,QB,BAL,@CLE,11.0,213.22,1.77,0.53,44.78,0.24,0.24,21.750000000000004,0.0,,,
Josh Allen,QB,BUF,TB,11.0,222.53,1.59,0.65,29.83,0.59,0.18,20.59,0.0,,,
Jayden Daniels,QB,WAS,@MIA,11.0,219.0,1.53,0.65,44.41,0.35,0.18,20.79,0.0,,,
Jalen Hurts,QB,PHI,DET,11.0,194.63,1.23,0.53,31.33,0.82,0.18,20.17,0.0,,,
Joe Burrow,QB,CIN,@PIT,11.0,259.71,2.0,0.65,9.24,0.12,0.18,23.23,0.0,,,
Baker Mayfield,QB,TB,@BUF,11.0,243.02,1.88,0.79,15.27,0.16,0.24,19.150000000000002,0.0,,,
Patrick Mahomes,QB,KC,@DEN,11.0,248.76,1.82,0.71,15.94,0.12,0.12,19.150000000000002,0.0,,,
Drake Maye,QB,NE,NYJ,11.0,210.54,1.4,0.73,32.55,0.28,0.23,18.2,0.0,,,
Bo Nix,QB,DEN,KC,11.0,223.9,1.59,0.71,23.53,0.23,0.18,18.25,0.0,,,
Kyler Murray,QB,ARI,SF,11.0,212.63,1.41,0.65,30.43,0.28,0.17,18.68,0.0,,,
Brock Purdy,QB,SF,@ARI,11.0,238.48,1.65,0.71,14.7,0.18,0.12,18.490000000000002,0.0,,,
J.J. McCarthy,QB,MIN,CHI,11.0,230.31,1.53,0.74,20.23,0.21,0.17,18.71,0.0,,,
Trevor Lawrence,QB,JAX,LAC,11.0,236.85,1.54,0.77,15.13,0.18,0.24,17.29,0.0,,,
Caleb Williams,QB,CHI,@MIN,11.0,216.98,1.39,0.69,22.49,0.23,0.23,16.959999999999997,0.0,,,
Justin Herbert,QB,LAC,@JAX,11.0,219.88,1.47,0.53,14.89,0.18,0.12,16.950000000000003,0.0,,,
Dak Prescott,QB,DAL,@LV,11.0,237.8,1.65,0.71,8.32,0.12,0.18,16.95,0.0,,,
C.J. Stroud,QB,HOU,@TEN,11.0,231.46,1.59,0.71,11.5,0.12,0.18,17.59,0.0,,,
Justin Fields,QB,NYJ,@NE,11.0,174.52,0.94,0.65,44.71,0.38,0.29,15.100000000000003,0.0,,,
Jared Goff,QB,DET,@PHI,11.0,244.46,1.62,0.64,3.66,0.06,0.17,16.649999999999995,0.0,,,
Jordan Love,QB,GBQ,@NYG,11.0,230.09,1.53,0.71,9.96,0.12,0.18,16.23,0.0,,,
Bryce Young,QB,CAR,@ATL,11.0,198.41,1.21,0.66,18.7,0.25,0.22,14.12,0.0,,,
Cam Ward,QB,TEN,HOU,11.0,198.63,1.18,0.82,23.03,0.18,0.24,13.98,0.0,,,
Tua Tagovailoa,QB,MIA,WAS,11.0,230.76,1.51,0.7,4.5,0.05,0.17,15.750000000000002,0.0,,,
Matthew Stafford,QB,LARQ,SEA,11.0,229.94,1.53,0.73,2.22,0.06,0.12,15.990000000000002,0.0,,,
Michael Penix Jr.,QB,ATL,CAR,11.0,212.43,1.35,0.71,11.62,0.12,0.18,15.150000000000002,0.0,,,
Michael Penix Jr.,QB,ATL,CAR,11.0,212.43,1.35,0.71,11.62,0.12,0.18,15.150000000000002,0.0,,,
Geno Smith,QB,LV,DAL,11.0,215.83,1.29,0.76,11.8,0.12,0.18,14.64,0.0,,,
Sam Darnold,QB,SEA,@LAR,11.0,216.46,1.3,0.82,11.73,0.12,0.18,14.52,0.0,,,
Russell Wilson,QB,NYG,GB,11.0,212.22,1.16,0.58,10.64,0.11,0.16,14.399999999999999,0.0,,,
Aaron Rodgers,QB,PIT,CIN,11.0,211.11,1.25,0.63,7.5,0.09,0.12,13.79,0.0,,,
Joe Flacco,QB,CLE,BAL,11.0,232.45,1.28,0.86,4.16,0.06,0.31,13.53,0.0,,,
Jalen Milroe,QB,SEA,@LAR,11.0,1.97,0.01,0.01,2.63,0.03,0.01,0.18,0.0,,,
Brandon Allen,QB,TEN,HOU,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Kyle Allen,QB,DET,@PHI,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Tyson Bagent,QB,CHI,@MIN,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Stetson Bennett,QB,LAR,SEA,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Carter Bradley,QB,SF,@ARI,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Teddy Bridgewater,QB,TB,@BUF,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jacoby Brissett,QB,ARI,SF,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Max Brosmer,QB,MIN,CHI,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jake Browning,QB,CIN,@PIT,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Shane Buechele,QB,BUF,TB,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Sean Clifford,QB,GB,@NYG,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Brady Cook,QB,NYJ,@NE,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Kirk Cousins,QB,ATL,CAR,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Andy Dalton,QB,CARQ,@ATL,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jaxson Dart,QB,NYG,GB,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Tommy DeVito,QB,NYG,GB,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Joshua Dobbs,QB,NE,NYJ,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Sam Ehlinger,QB,DEN,KC,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Lamar Jackson,QB,BAL,NYJ,12.0,213.22,1.77,0.53,44.78,0.24,0.24,21.750000000000004,0.0,,,
Josh Allen,QB,BUF,@HOU,12.0,222.53,1.59,0.65,29.83,0.59,0.18,20.59,0.0,,,
Jalen Hurts,QB,PHI,@DAL,12.0,194.63,1.23,0.53,31.33,0.82,0.18,20.17,0.0,,,
Joe Burrow,QB,CIN,NE,12.0,259.71,2.0,0.65,9.24,0.12,0.18,23.23,0.0,,,
Baker Mayfield,QB,TB,@LAR,12.0,243.02,1.88,0.79,15.27,0.16,0.24,19.150000000000002,0.0,,,
Patrick Mahomes,QB,KC,IND,12.0,248.76,1.82,0.71,15.94,0.12,0.12,19.150000000000002,0.0,,,
Drake Maye,QB,NE,@CIN,12.0,210.54,1.4,0.73,32.55,0.28,0.23,18.2,0.0,,,
Kyler Murray,QB,ARI,JAX,12.0,212.63,1.41,0.65,30.43,0.28,0.17,18.68,0.0,,,
Brock Purdy,QB,SF,CAR,12.0,238.48,1.65,0.71,14.7,0.18,0.12,18.490000000000002,0.0,,,
J.J. McCarthy,QB,MIN,@GB,12.0,230.31,1.53,0.74,20.23,0.21,0.17,18.71,0.0,,,
Trevor Lawrence,QB,JAX,@ARI,12.0,236.85,1.54,0.77,15.13,0.18,0.24,17.29,0.0,,,
Caleb Williams,QB,CHI,PIT,12.0,216.98,1.39,0.69,22.49,0.23,0.23,16.959999999999997,0.0,,,
Dak Prescott,QB,DAL,PHI,12.0,237.8,1.65,0.71,8.32,0.12,0.18,16.95,0.0,,,
C.J. Stroud,QB,HOU,BUF,12.0,231.46,1.59,0.71,11.5,0.12,0.18,17.59,0.0,,,
Justin Fields,QB,NYJ,@BAL,12.0,174.52,0.94,0.65,44.71,0.38,0.29,15.100000000000003,0.0,,,
Jared Goff,QB,DET,NYG,12.0,244.46,1.62,0.64,3.66,0.06,0.17,16.649999999999995,0.0,,,
Jordan Love,QB,GBQ,MIN,12.0,230.09,1.53,0.71,9.96,0.12,0.18,16.23,0.0,,,
Bryce Young,QB,CAR,@SF,12.0,198.41,1.21,0.66,18.7,0.25,0.22,14.12,0.0,,,
Cam Ward,QB,TEN,SEA,12.0,198.63,1.18,0.82,23.03,0.18,0.24,13.98,0.0,,,
Matthew Stafford,QB,LARQ,TB,12.0,229.94,1.53,0.73,2.22,0.06,0.12,15.990000000000002,0.0,,,
Michael Penix Jr.,QB,ATL,@NO,12.0,212.43,1.35,0.71,11.62,0.12,0.18,15.150000000000002,0.0,,,
Geno Smith,QB,LV,CLE,12.0,215.83,1.29,0.76,11.8,0.12,0.18,14.64,0.0,,,
Sam Darnold,QB,SEA,@TEN,12.0,216.46,1.3,0.82,11.73,0.12,0.18,14.52,0.0,,,
Russell Wilson,QB,NYG,@DET,12.0,212.22,1.16,0.58,10.64,0.11,0.16,14.399999999999999,0.0,,,
Aaron Rodgers,QB,PIT,@CHI,12.0,211.11,1.25,0.63,7.5,0.09,0.12,13.79,0.0,,,
Aaron Rodgers,QB,PIT,@CHI,12.0,211.11,1.25,0.63,7.5,0.09,0.12,13.79,0.0,,,
Joe Flacco,QB,CLE,@LV,12.0,232.45,1.28,0.86,4.16,0.06,0.31,13.53,0.0,,,
Anthony Richardson,QB,IND,@KC,12.0,95.23,0.56,0.39,25.2,0.23,0.11,8.24,0.0,,,
Tyler Shough,QB,NO,ATL,12.0,102.71,0.55,0.46,12.27,0.14,0.13,7.370000000000001,0.0,,,
Daniel Jones,QB,IND,@KC,12.0,107.98,0.57,0.44,12.5,0.11,0.18,7.22,0.0,,,
Spencer Rattler,QB,NO,ATL,12.0,101.39,0.51,0.38,11.72,0.14,0.13,7.37,0.0,,,
Jalen Milroe,QB,SEA,@TEN,12.0,1.97,0.01,0.01,2.63,0.03,0.01,0.18,0.0,,,
Brandon Allen,QB,TEN,SEA,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Kyle Allen,QB,DET,NYG,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Tyson Bagent,QB,CHI,PIT,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jason Bean,QB,IND,@KC,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Stetson Bennett,QB,LAR,TB,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Carter Bradley,QB,SF,CAR,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Teddy Bridgewater,QB,TB,@LAR,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jacoby Brissett,QB,ARI,JAX,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Max Brosmer,QB,MIN,@GB,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jake Browning,QB,CIN,NE,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Shane Buechele,QB,BUF,@HOU,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Sean Clifford,QB,GB,MIN,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Brady Cook,QB,NYJ,@BAL,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Kirk Cousins,QB,ATL,@NO,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Andy Dalton,QB,CARQ,@SF,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jaxson Dart,QB,NYG,@DET,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Tommy DeVito,QB,NYG,@DET,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Joshua Dobbs,QB,NE,@CIN,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Lamar Jackson,QB,BAL,CIN,13.0,213.22,1.77,0.53,44.78,0.24,0.24,21.750000000000004,0.0,,,
Josh Allen,QB,BUF,@PIT,13.0,222.53,1.59,0.65,29.83,0.59,0.18,20.59,0.0,,,
Jayden Daniels,QB,WAS,DEN,13.0,219.0,1.53,0.65,44.41,0.35,0.18,20.79,0.0,,,
Jalen Hurts,QB,PHI,CHI,13.0,194.63,1.23,0.53,31.33,0.82,0.18,20.17,0.0,,,
Joe Burrow,QB,CIN,@BAL,13.0,259.71,2.0,0.65,9.24,0.12,0.18,23.23,0.0,,,
Baker Mayfield,QB,TB,ARI,13.0,243.02,1.88,0.79,15.27,0.16,0.24,19.150000000000002,0.0,,,
Patrick Mahomes,QB,KC,@DAL,13.0,248.76,1.82,0.71,15.94,0.12,0.12,19.150000000000002,0.0,,,
Drake Maye,QB,NE,NYG,13.0,210.54,1.4,0.73,32.55,0.28,0.23,18.2,0.0,,,
Bo Nix,QB,DEN,@WAS,13.0,223.9,1.59,0.71,23.53,0.23,0.18,18.25,0.0,,,
